Identifier,State,Year,ContributionsToParties_Citation,IndividualToParty,IndividualToPartyLimit,IndividualToPartyLimit_Period,IndividualToPartyLimit_Max,IndividualToPartyLimit_Explained,CandToParty,CandToPartyLimit,CandToPartyLimit_Period,CandToPartyLimit_Max,CandToPartyLimit_Explained,PACToParty,PACToPartyLimit,PACToPartyLimit_Period,PACToPartyLimit_Max,PACToPartyLimit_Explained,CorpToParty,CorpToPartyLimit,CorpToPartyLimit_Period,CorpToPartyLimit_Max,CorpToPartyLimit_Explained,LaborToParty,LaborToPartyLimit,LaborToPartyLimit_Period,LaborToPartyLimit_Max,LaborToPartyLimit_Explained,LocalPToParty,LocalPToPartyLimit,LocalToPartyLimit_Period,LocalToPartyLimit_Max,LocalToPartyLimit_Explained,NationalPToParty,NationalPToPartyLimit,NationalPToPartyLimit_Period,NationalPToPartyLimit_Max,NationalPToPartyLimit_Explained,PartyLimitExemptions,PartyLimitExemptionsExplained,IndividualToLCC,IndividualToLCCLimit,IndividualToLCCLimit_Period,IndividualToLCCLimit_Max,IndividualToLCCLimit_Explained,CandToLCC,CandToLCCLimit,CandToLCCLimit_Period,CandToLCCLimit_Max,CandToLCCLimit_Explained,PACToLCC,PACToLCCLimit,PACToLCCLimit_Period,PACToLCCLimit_Max,PACToLCCLimit_Explained,CorpToLCC,CorpToLCCLimit,CorpToLCCLimit_Period,CorpToLCCLimit_Max,CorpToLCCLimit_Explained,LaborToLCC,LaborToLCCLimit,LaborToLCCLimit_Period,LaborToLCCLimit_Max,LaborToLCCLimit_Explained,LocalPToLCC,LocalPToLCCLimit,LocalPToLCCLimit_Period,LocalPToLCCLimit_Max,LocalPToLCCLimit_Explained,NationalPToLCC,NationalPToLCCLimit,NationalPToLCCLimit_Period,NationalPToLCCLimit_Max,NationalPToLCCLimit_Explained,LegCampaignCommLimit,LCCLimitExemptions,LCCLimitExemptionsExplained,DonorAggToPartyLimit,DonorAggToPartyLimit_Explained,PoliticalCommittees_Citation,IndividualToPAC,IndividualToPACLimit,IndividualToPACLimit_Period,IndividualToPACLimit_Max,IndividualToPACLimit_Explained,PACToPAC,PACToPACLimit,PACToPACLimit_Period,PACToPACLimit_Max,PACToPACLimit_Explained,CorpToPAC,CorpToPACLimit,CorpToPACLimit_Period,CorpToPACLimit_Max,CorpToPACLimit_Explained,LaborToPAC,LaborToPACLimit,LaborToPACLimit_Period,LaborToPACLimit_Max,LaborToPACLimit_Explained,StatePToPAC,StatePToPACLimit,StatePToPACLimit_Period,StatePToPACLimit_Max,StatePToPACLimit_Explained,LocalPToPAC,LocalPToPACLimit,LocalPToPACLimit_Period,LocalPToPACLimit_Max,LocalPToPACLimit_Explained,CandToPAC,CandToPACLimit,CandToPACLimit_Period,CandToPACLimit_Max,CandToPACLimit_Explained,DonorAggToPACLimit,DonorAggToPACLimit_Explained
"MT2008","MT",2008,"Law doesn't provide for limits on contributions to political parties, LCCs, or PACs","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MT2010","MT",2010,"Law doesn't provide for limits on contributions to political parties, LCCs, or PACs","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MT2012","MT",2012,"Law doesn't provide for limits on contributions to political parties, LCCs, or PACs","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MT2014","MT",2014,"Law doesn't provide for limits on contributions to political parties, LCCs, or PACs","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MT2016","MT",2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NC1996","NC",1996,"Historical session laws: 1973, c. 1272, s. 1; Current state code: GSNC 163.278.13","Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Prohibited",,,,,"Prohibited",,,,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"No",,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Prohibited",,,,,"Prohibited",,,,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Yes","No",,"No",,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Prohibited",,,,,"Prohibited",,,,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"No",
"NC1998","NC",1998,"Historical session laws: 1973, c. 1272, s. 1; Current state code: GSNC 163.278.13","Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Prohibited",,,,,"Prohibited",,,,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"No","No","Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Prohibited",,,,,"Prohibited",,,,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Yes","No",,"No",,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Prohibited",,,,,"Prohibited",,,,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"No",
"NC2000","NC",2000,"Historical session laws: 1973, c. 1272, s. 1; Current state code: GSNC 163.278.13","Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Unlimited",,,,"Donations MUST be deposited into a separate segregated bank account which may be used only to purchase, construct, renovate, or pay a mortgage on a headquarters building, or to repay donors. Party executive committee must report the donations to and spending by the building fund in its regular campaign-finance reports or in reports submitted at the times required for regular reports if it is excused from making general campaign-finance reports.","Unlimited",,,,"Donations MUST be deposited into a separate segregated bank account which may be used only to purchase, construct, renovate, or pay a mortgage on a headquarters building, or to repay donors. Party executive committee must report the donations to and spending by the building fund in its regular campaign-finance reports or in reports submitted at the times required for regular reports if it is excused from making general campaign-finance reports.","Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"No","No","Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Prohibited",,,,,"Prohibited",,,,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Yes","No",,"No",,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Prohibited",,,,,"Prohibited",,,,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"No",
"NC2002","NC",2002,"Historical session laws: 1973, c. 1272, s. 1; Current state code: GSNC 163.278.13","Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Unlimited",,,,"Donations MUST be deposited into a separate segregated bank account which may be used only to purchase, construct, renovate, or pay a mortgage on a headquarters building, or to repay donors. Party executive committee must report the donations to and spending by the building fund in its regular campaign-finance reports or in reports submitted at the times required for regular reports if it is excused from making general campaign-finance reports.","Unlimited",,,,"Donations MUST be deposited into a separate segregated bank account which may be used only to purchase, construct, renovate, or pay a mortgage on a headquarters building, or to repay donors. Party executive committee must report the donations to and spending by the building fund in its regular campaign-finance reports or in reports submitted at the times required for regular reports if it is excused from making general campaign-finance reports.","Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"No","No","Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Prohibited",,,,,"Prohibited",,,,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Yes","No",,"No",,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Prohibited",,,,,"Prohibited",,,,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"No",
"NC2004","NC",2004,"Historical session laws: 1973, c. 1272, s. 1; Current state code: GSNC 163.278.13","Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Unlimited",,,,"Donations MUST be deposited into a separate segregated bank account which may be used only to purchase, construct, renovate, or pay a mortgage on a headquarters building, or to repay donors. Party executive committee must report the donations to and spending by the building fund in its regular campaign-finance reports or in reports submitted at the times required for regular reports if it is excused from making general campaign-finance reports.","Unlimited",,,,"Donations MUST be deposited into a separate segregated bank account which may be used only to purchase, construct, renovate, or pay a mortgage on a headquarters building, or to repay donors. Party executive committee must report the donations to and spending by the building fund in its regular campaign-finance reports or in reports submitted at the times required for regular reports if it is excused from making general campaign-finance reports.","Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"No","No","Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Prohibited",,,,,"Prohibited",,,,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Yes","No",,"No",,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Prohibited",,,,,"Prohibited",,,,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"No",
"NC2006","NC",2006,"Historical session laws: 1973, c. 1272, s. 1; Current state code: GSNC 163.278.13","Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Unlimited",,,,"Donations MUST be deposited into a separate segregated bank account which may be used only to purchase, construct, renovate, or pay a mortgage on a headquarters building, or to repay donors. Party executive committee must report the donations to and spending by the building fund in its regular campaign-finance reports or in reports submitted at the times required for regular reports if it is excused from making general campaign-finance reports.","Unlimited",,,,"Donations MUST be deposited into a separate segregated bank account which may be used only to purchase, construct, renovate, or pay a mortgage on a headquarters building, or to repay donors. Party executive committee must report the donations to and spending by the building fund in its regular campaign-finance reports or in reports submitted at the times required for regular reports if it is excused from making general campaign-finance reports.","Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"No","No","Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Prohibited",,,,,"Prohibited",,,,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Yes","No",,"No",,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Prohibited",,,,,"Prohibited",,,,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"No",
"NC2008","NC",2008,"Historical session laws: 1973, c. 1272, s. 1; Current state code: GSNC 163.278.13","Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,"Donations MUST be deposited into a separate segregated bank account which may be used only to purchase, construct, renovate, or pay a mortgage on a headquarters building, or to repay donors. Party executive committee must report the donations to and spending by the building fund in its regular campaign-finance reports or in reports submitted at the times required for regular reports if it is excused from making general campaign-finance reports.","Limited",4000,"Per Election",8000,"Donations MUST be deposited into a separate segregated bank account which may be used only to purchase, construct, renovate, or pay a mortgage on a headquarters building, or to repay donors. Party executive committee must report the donations to and spending by the building fund in its regular campaign-finance reports or in reports submitted at the times required for regular reports if it is excused from making general campaign-finance reports.","Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"No","No","Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Prohibited",,,,,"Prohibited",,,,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Yes","No",,"No",,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Prohibited",,,,,"Prohibited",,,,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"No",
"NC2010","NC",2010,"Historical session laws: 1973, c. 1272, s. 1; Current state code: GSNC 163.278.13","Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,"Donations MUST be deposited into a separate segregated bank account which may be used only to purchase, construct, renovate, or pay a mortgage on a headquarters building, or to repay donors. Party executive committee must report the donations to and spending by the building fund in its regular campaign-finance reports or in reports submitted at the times required for regular reports if it is excused from making general campaign-finance reports.","Limited",4000,"Per Election",8000,"Donations MUST be deposited into a separate segregated bank account which may be used only to purchase, construct, renovate, or pay a mortgage on a headquarters building, or to repay donors. Party executive committee must report the donations to and spending by the building fund in its regular campaign-finance reports or in reports submitted at the times required for regular reports if it is excused from making general campaign-finance reports.","Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"No","No","Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Prohibited",,,,,"Prohibited",,,,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Yes","No",,"No",,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Prohibited",,,,,"Prohibited",,,,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"No",
"NC2012","NC",2012,"Historical session laws: 1973, c. 1272, s. 1; Current state code: GSNC 163.278.13","Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,"Donations MUST be deposited into a separate segregated bank account which may be used only to purchase, construct, renovate, or pay a mortgage on a headquarters building, or to repay donors. Party executive committee must report the donations to and spending by the building fund in its regular campaign-finance reports or in reports submitted at the times required for regular reports if it is excused from making general campaign-finance reports.","Limited",4000,"Per Election",8000,"Donations MUST be deposited into a separate segregated bank account which may be used only to purchase, construct, renovate, or pay a mortgage on a headquarters building, or to repay donors. Party executive committee must report the donations to and spending by the building fund in its regular campaign-finance reports or in reports submitted at the times required for regular reports if it is excused from making general campaign-finance reports.","Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"No","No","Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Prohibited",,,,,"Prohibited",,,,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Yes","No",,"No",,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Prohibited",,,,,"Prohibited",,,,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"Limited",4000,"Per Election",8000,,"No",
"NC2014","NC",2014,"Historical session laws: 1973, c. 1272, s. 1; Current state code: GSNC 163.278.13","Limited",5000,"Per Election",10000,,"Limited",5000,"Per Election",10000,,"Limited",5000,"Per Election",10000,,"Limited",5000,"Per Election",10000,"Donations MUST be deposited into a separate segregated bank account which may be used only to purchase, construct, renovate, or pay a mortgage on a headquarters building, or to repay donors. Party executive committee must report the donations to and spending by the building fund in its regular campaign-finance reports or in reports submitted at the times required for regular reports if it is excused from making general campaign-finance reports.","Limited",5000,"Per Election",10000,"Donations MUST be deposited into a separate segregated bank account which may be used only to purchase, construct, renovate, or pay a mortgage on a headquarters building, or to repay donors. Party executive committee must report the donations to and spending by the building fund in its regular campaign-finance reports or in reports submitted at the times required for regular reports if it is excused from making general campaign-finance reports.","Limited",5000,"Per Election",10000,,"Limited",5000,"Per Election",10000,,"No","No","Limited",5000,"Per Election",10000,,"Limited",5000,"Per Election",10000,,"Limited",5000,"Per Election",10000,,"Prohibited",,,,,"Prohibited",,,,,"Limited",5000,"Per Election",10000,,"Limited",5000,"Per Election",10000,,"Yes","No",,"No",,,"Limited",5000,"Per Election",10000,,"Limited",5000,"Per Election",10000,,"Prohibited",,,,,"Prohibited",,,,,"Limited",5000,"Per Election",10000,,"Limited",5000,"Per Election",10000,,"Limited",5000,"Per Election",10000,,"No",
"NC2016","NC",2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ND1996","ND",1996,"16.1-08.1-03.3.(1)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,"16.1-08.1-03.3.(1)","Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"ND1998","ND",1998,"16.1-08.1-03.3.(1)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,"16.1-08.1-03.3.(1)","Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"ND2000","ND",2000,"16.1-08.1-03.3.(1)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,"16.1-08.1-03.3.(1)","Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"ND2002","ND",2002,"16.1-08.1-03.3.(1)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,"16.1-08.1-03.3.(1)","Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"ND2004","ND",2004,"16.1-08.1-03.3.(1)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,"16.1-08.1-03.3.(1)","Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"ND2006","ND",2006,"16.1-08.1-03.3.(1)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,"16.1-08.1-03.3.(1)","Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"ND2008","ND",2008,"16.1-08.1-03.3.(1)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,"16.1-08.1-03.3.(1)","Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"ND2010","ND",2010,"16.1-08.1-03.3.(1)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,"16.1-08.1-03.3.(1)","Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"ND2012","ND",2012,"16.1-08.1-03.3.(1); 16.1-08.1-03.5.(2)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","A corporation, cooperative corporation, limited liability company, or association may make a donation of property or money to a state political party or nonprofit entity affiliated with or under the control of a state political party for deposit in a separate and segregated fund. Money in the fund must be used exclusively by the state political party or nonprofit entity affiliated with or under the control of a state political party for purchasing, maintaining, or renovating a building and for the purchase of fixtures for the building. A state political party or nonprofit entity affiliated with or under the control of a state political party receiving a donation under this subsection shall file a statement with the secretary of state no later than the thirty-first day of January of each calendar year. The statement must include the name and mailing address of each donor, the amount of each donation, the date each donation was received, all expenditures made from the fund during the previous calendar year, and cash on hand in the fund at the start and close of the reporting period. Any income and financial gain generated from a building purchased, maintained, or renovated from donations authorized under this subsection and not otherwise authorized by law must be deposited in the building fund and must be reported when the political party or nonprofit entity files the statement required under this subsection.","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,"16.1-08.1-03.3.(1)","Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"ND2014","ND",2014,"16.1-08.1-03.3.(1); 16.1-08.1-03.5.(2)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","Yes","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,"16.1-08.1-03.3.(1)","Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"ND2016","ND",2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NE1996","NE",1996,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,"§ 49-1413","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"NE1998","NE",1998,"49-1469(2)(a) [1996, LB 1263, § 4.]; 49-1457 [1976, LB 987, § 57];","Unlimited",,,,"Committee (regardless of party, ballot, candidate, or independent) cannot accept/spend beyond $2000 until it files with the appropriate agency.","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,"§ 49-1413","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"NE2000","NE",2000,"49-1469(2)(a) [1999, LB 416, § 14]; 49-1457 [1999, LB 416, § 9]; 49-1427","Unlimited",,,,"Committee (regardless of party, ballot, candidate, or independent) cannot accept/spend beyond $2000 until it files with the appropriate agency.","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,"§ 49-1413","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"NE2002","NE",2002,"49-1469(2)(a) [1999, LB 416, § 14]; 49-1457 [1999, LB 416, § 9]; 49-1427","Unlimited",,,,"Committee (regardless of party, ballot, candidate, or independent) cannot accept/spend beyond $2000 until it files with the appropriate agency.","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,"§ 49-1413","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
