Identifier,State,Year,ContribLimit_Citation,COLA,COLA_Which,COLA_BaseYear,Adjustment_Other,Adjustment_Other_Explained,Adjustment_Other_BaseYear,Primary_General_Difference,Primary_General_Difference_Explained,IndividualToCand,IndividualToCandLimit_H,IndividualToCandLimit_H_Period,IndividualToCandLimit_H_Max,IndividualToCandLimit_H_Explained,IndividualToCandLimit_S,IndividualToCandLimit_S_Period,IndividualToCandLimit_S_Max,IndividualToCandLimit_S_Explained,IndividualToCandLimit_G,IndividualToCandLimit_G_Period,IndividualToCandLimit_G_Max,IndividualToCandLimit_G_Explained,PACToCand,PACToCandLimit_H,PACToCandLimit_H_Period,PACToCandLimit_H_Max,PACToCandLimit_H_Explained,PACToCandLimit_S,PACToCandLimit_S_Period,PACToCandLimit_S_Max,PACToCandLimit_S_Explained,PACToCandLimit_G,PACToCandLimit_G_Period,PACToCandLimit_G_Max,PACToCandLimit_G_Explained,SpecialPACToCand,SpecialPACToCandLimit_H,SpecialPACToCandLimit_H_Period,SpecialPACToCandLimit_H_Max,SpecialPACToCandLimit_H_Explained,SpecialPACToCandLimit_S,SpecialPACToCandLimit_S_Period,SpecialPACToCandLimit_S_Max,SpecialPACToCandLimit_S_Explained,SpecialPACToCandLimit_G,SpecialPACToCandLimit_G_Period,SpecialPACToCandLimit_G_Max,SpecialPACToCandLimit_G_Explained,CorpToCand,CorpToCandLimit_H,CorpToCandLimit_H_Period,CorpToCandLimit_H_Max,CorpToCandLimit_H_Explained,CorpToCandLimit_S,CorpToCandLimit_S_Period,CorpToCandLimit_S_Max,CorpToCandLimit_S_Explained,CorpToCandLimit_G,CorpToCandLimit_G_Period,CorpToCandLimit_G_Max,CorpToCandLimit_G_Explained,LaborToCand,LaborToCandLimit_H,LaborToCandLimit_H_Period,LaborToCandLimit_H_Max,LaborToCandLimit_H_Explained,LaborToCandLimit_S,LaborToCandLimit_S_Period,LaborToCandLimit_S_Max,LaborToCandLimit_S_Explained,LaborToCandLimit_G,LaborToCandLimit_G_Period,LaborToCandLimit_G_Max,LaborToCandLimit_G_Explained,StatePToCand,StatePToCandLimit_H,StatePToCandLimit_H_Period,StatePToCandLimit_H_Max,StatePToCandLimit_H_Explained,StatePToCandLimit_S,StatePToCandLimit_S_Period,StatePToCandLimit_S_Max,StatePToCandLimit_S_Explained,StatePToCandLimit_G,StatePToCandLimit_G_Period,StatePToCandLimit_G_Max,StatePToCandLimit_G_Explained,LocalPToCand,LocalPToCandLimit_H,LocalPToCandLimit_H_Period,LocalPToCandLimit_H_Max,LocalPToCandLimit_H_Explained,LocalPToCandLimit_S,LocalPToCandLimit_S_Period,LocalPToCandLimit_S_Max,LocalPToCandLimit_S_Explained,LocalPToCandLimit_G,LocalPToCandLimit_G_Period,LocalPToCandLimit_G_Max,LocalPToCandLimit_G_Explained,OtherCandToCand,OtherToCandLimit_H,OtherToCandLimit_H_Period,OtherToCandLimit_H_Max,OtherToCandLimit_H_Explained,OtherToCandLimit_S,OtherToCandLimit_S_Period,OtherToCandLimit_S_Max,OtherToCandLimit_S_Explained,OtherToCandLimit_G,OtherToCandLimit_G_Period,OtherToCandLimit_G_Max,OtherToCandLimit_G_Explained,AggCandLimit,AggCandLimitExplain,DoingBusinessLimits,DoingBusinessMinimum,DoingBusinessDonors,DoingBusinessContribLimit,DoingBusinessCandidates,DoingBusinessParties,DoingBusinessOther,Lobbyist_Limits,Lobbyist_Limits_Explain,CandLimitExemptions,CandLimitExemptionsExplained,SpecialConditionsChangeLimits,SpecialConditionsLimitsExplained
"AK2016","AK",2016,"am §§ 8 -- 10 ch 108 SLA 2003; Alaska Stat. § 15.13.070; § 15.13.074","No",,,"No",,,"No",,"Limited",500,"Per Year",1000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election and may not accept contributions any later than 45 days after the election.",500,"Per Year",1000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election and may not accept contributions any later than 45 days after the election.",500,"Per Year",1000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election and may not accept contributions any later than 45 days after the election.","Limited",1000,"Per Year",2000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.",1000,"Per Year",2000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.",1000,"Per Year",2000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.","No",,,,,,,,,,,,,"Prohibited",0,,0,,0,,0,,0,,0,,"Prohibited",0,,0,,0,,0,,0,,0,,"Limited",10000,"Per Year",20000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.",15000,"Per Year",30000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.",100000,"Per Year",200000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.","Limited","10000","Per Year","20000","A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.","15000","Per Year","30000",,"100000","Per Year","200000",,"Limited",1000,"Per Year",2000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.",1000,"Per Year",2000,,1000,"Per Year",2000,,"No",,"No",,,,,,,"Yes","""Lobbyist"" means 	(A)  a person who is employed and receives payments, or who contracts for economic consideration, including reimbursement for reasonable travel and living expenses, to communicate directly or through the person's agents with any public official for the purpose of influencing legislative or administrative action if a substantial or regular portion of the activities for which the person receives consideration is for the purpose of influencing legislative or administrative action; or
	(B)  a person who represents oneself as engaging in the influencing of legislative or administrative action as a business, occupation, or professi.","No",,"No",
"AL1996","AL",1996,"(No. 81-543) 10-2A-70.1","No",,,"No",,,"No",,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"No",,,,,,,,,,,,,"Limited",500,"Per Election",1000,,500,"Per Election",1000,,500,"Per Election",1000,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"No",,"No",,,,,,,"No",,"No",,"No",
"AL1998","AL",1998,"(No. 81-543) 10-2A-70.1","No",,,"No",,,"No",,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"No",,,,,,,,,,,,,"Limited",500,"Per Election",1000,,500,"Per Election",1000,,500,"Per Election",1000,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"No",,"No",,,,,,,"No",,"No",,"No",
"AL2000","AL",2000,"(No. 81-543) 10-2A-70.1","No",,,"No",,,"No",,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"No",,,,,,,,,,,,,"Limited",500,"Per Election",1000,,500,"Per Election",1000,,500,"Per Election",1000,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"No",,"No",,,,,,,"No",,"No",,"No",
"AL2002","AL",2002,"(No. 81-543) 10-2A-70.1","No",,,"No",,,"No",,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"No",,,,,,,,,,,,,"Limited",500,"Per Election",1000,,500,"Per Election",1000,,500,"Per Election",1000,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"No",,"No",,,,,,,"No",,"No",,"No",
"AL2004","AL",2004,"(No. 81-543) 10-2A-70.1","No",,,"No",,,"No",,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"No",,,,,,,,,,,,,"Limited",500,"Per Election",1000,,500,"Per Election",1000,,500,"Per Election",1000,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"No",,"No",,,,,,,"No",,"No",,"No",
"AL2006","AL",2006,"(No. 81-543) 10-2A-70.1","No",,,"No",,,"No",,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"No",,,,,,,,,,,,,"Limited",500,"Per Election",1000,,500,"Per Election",1000,,500,"Per Election",1000,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"No",,"No",,,,,,,"No",,"No",,"No",
"AL2008","AL",2008,"(No. 81-543) 10-2A-70.1,","No",,,"No",,,"No",,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"No",,,,,,,,,,,,,"Limited",500,"Per Election",1000,,500,"Per Election",1000,,500,"Per Election",1000,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"No",,"No",,,,,,,"No",,"No",,"No",
"AL2010","AL",2010,"(No. 81-543) 10-2A-70.1,","No",,,"No",,,"No",,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"No",,,,,,,,,,,,,"Limited",500,"Per Election",1000,,500,"Per Election",1000,,500,"Per Election",1000,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"No",,"No",,,,,,,"No",,"No",,"No",
"AL2012","AL",2012,"(No. 81-860;) 10A-21-1.04","No",,,"No",,,"No",,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"No",,,,,,,,,,,,,"Limited",500,"Per Election",1000,,500,"Per Election",1000,,500,"Per Election",1000,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Prohibited",,,,,,,,,,,,,"No",,"No",,,,,,,"No",,"No",,"No",
"AL2014","AL",2014,"(No. 81-860;) 10A-21-1.04","No",,,"No",,,"No",,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"No",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Prohibited",,,,,,,,,,,,,"No",,"No",,,,,,,"No",,"No",,"No",
"AL2016","AL",2016,"(No. 81-860;) 10A-21-1.04","No",,,"No",,,"No",,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"No",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Unlimited",,,,,,,,,,,,,"Prohibited",,,,,,,,,,,,,"No",,"No",,,,,,,"No",,"No",,"No",
"AR1996","AR",1996,"Arkansas Code Annotated 7-6-203; Arkansas Code Annotated 7-6-201","No",,,"No",,,"No",,"Limited",1000,"Per Election",2000,,1000,"Per Election",2000,,1000,"Per Election",2000,,"Limited",1000,"Per Election",2000,"Ark. Stat. Ann. § 7-6-201.(9) - 'Approved Political Action Committees', accept contributions from more than one source, may not accept contributions over $200/calendar year from a single source, must be registered as a political committee for 4 months, and are allowed to contribute $1,000/election/candidate",1000,"Per Election",2000,"Ark. Stat. Ann. § 7-6-201.(9) - 'Approved Political Action Committees', accept contributions from more than one source, may not accept contributions over $200/calendar year from a single source, must be registered as a political committee for 4 months, and are allowed to contribute $1,000/election/candidate",1000,"Per Election",2000,"Ark. Stat. Ann. § 7-6-201.(9) - 'Approved Political Action Committees', accept contributions from more than one source, may not accept contributions over $200/calendar year from a single source, must be registered as a political committee for 4 months, and are allowed to contribute $1,000/election/candidate","No",,,,,,,,,,,,,"Limited",1000,"Per Election",2000,,1000,"Per Election",2000,,1000,"Per Election",2000,,"Limited",1000,"Per Election",2000,,1000,"Per Election",2000,,1000,"Per Election",2000,,"Limited",2500,"Per Election",5000,"Ark. Stat. Ann § 7-6-203.(d) - ""However, an organized political party as defined in 7-1-101 may contribute up to two thousand five hundred dollars ($2,500) to each of the party's candidates per election.",2500,"Per Election",5000,"Ark. Stat. Ann § 7-6-203.(d) - ""However, an organized political party as defined in 7-1-101 may contribute up to two thousand five hundred dollars ($2,500) to each of the party's candidates per election.",2500,"Per Election",5000,"Ark. Stat. Ann § 7-6-203.(d) - ""However, an organized political party as defined in 7-1-101 may contribute up to two thousand five hundred dollars ($2,500) to each of the party's candidates per election.","Limited","1000","Per Election","2000","It appears that individual limits apply to local parties as well.","1000","Per Election","2000","It appears that individual limits apply to local parties as well.","1000","Per Election","2000","It appears that individual limits apply to local parties as well.","Limited",1000,"Per Election",2000,,1000,"Per Election",2000,,1000,"Per Election",2000,,"No",,"No",,,,,,,"No",,"No",,"No",
"AR1998","AR",1998,"Arkansas Code Annotated 7-6-203; Arkansas Code Annotated 7-6-201; (Litigation and rulings resulting from Arkansas Right to Life Political Action v. Butler and Russell v. Burris ultimately resulted in the complete overturning of a 1996 ballot initiative.","No",,,"No",,,"No",,"Limited",1000,"Per Election",2000,,1000,"Per Election",2000,,1000,"Per Election",2000,,"Limited",1000,"Per Election",2000,"Ark. Stat. Ann. § 7-6-201.(9) - 'Approved Political Action Committees' - due to Arkansas Right to Life ruling, PACs may accept unlimited contributions",1000,"Per Election",2000,"Ark. Stat. Ann. § 7-6-201.(9) - 'Approved Political Action Committees', accept contributions from more than one source, may not accept contributions over $200/calendar year from a single source, must be registered as a political committee for 4 months, and are allowed to contribute $1,000/election/candidate",1000,"Per Election",2000,"Ark. Stat. Ann. § 7-6-201.(9) - 'Approved Political Action Committees', accept contributions from more than one source, may not accept contributions over $200/calendar year from a single source, must be registered as a political committee for 4 months, and are allowed to contribute $1,000/election/candidate","No",,,,"The formation of Small Donor PACs was included in a 1996 Ballot Initiative that was overturned in 1998 and never implemented.",,,,"The formation of Small Donor PACs was included in a 1996 Ballot Initiative that was overturned in 1998 and never implemented.",,,,"The formation of Small Donor PACs was included in a 1996 Ballot Initiative that was overturned in 1998 and never implemented.","Limited",1000,"Per Election",2000,"Limited to $1,000 per candidate per election for constitutional offices, supreme court, and court of appeals. Limited to $100 per candidate per election for all other offices.",1000,"Per Election",2000,"Limited to $1,000 per candidate per election for constitutional offices, supreme court, and court of appeals. Limited to $100 per candidate per election for all other offices.",1000,"Per Election",2000,"Limited to $1,000 per candidate per election for constitutional offices, supreme court, and court of appeals. Limited to $100 per candidate per election for all other offices.","Limited",1000,"Per Election",2000,"Limited to $1,000 per candidate per election for constitutional offices, supreme court, and court of appeals. Limited to $100 per candidate per election for all other offices.",1000,"Per Election",2000,"Limited to $1,000 per candidate per election for constitutional offices, supreme court, and court of appeals. Limited to $100 per candidate per election for all other offices.",1000,"Per Election",2000,"Limited to $1,000 per candidate per election for constitutional offices, supreme court, and court of appeals. Limited to $100 per candidate per election for all other offices.","Limited",2500,"Per Election",5000,"Ark. Stat. Ann § 7-6-203.(d) - ""However, an organized political party as defined in 7-1-101 may contribute up to two thousand five hundred dollars ($2,500) to each of the party's candidates per election.",2500,"Per Election",5000,"Ark. Stat. Ann § 7-6-203.(d) - ""However, an organized political party as defined in 7-1-101 may contribute up to two thousand five hundred dollars ($2,500) to each of the party's candidates per election.",2500,"Per Election",5000,"Ark. Stat. Ann § 7-6-203.(d) - ""However, an organized political party as defined in 7-1-101 may contribute up to two thousand five hundred dollars ($2,500) to each of the party's candidates per election.","Limited","1000","Per Election","2000","It appears that individual limits apply to local parties as well.","1000","Per Election","2000","It appears that individual limits apply to local parties as well.","1000","Per Election","2000","It appears that individual limits apply to local parties as well.","Limited",1000,"Per Election",2000,,1000,"Per Election",2000,,1000,"Per Election",2000,,"No",,"No",,,,,,,"No",,"No",,"No",
