Identifier,State,Year,Incident-Specific Disclosure,Incident-Specific Disclosure_Citation,Incident-Specific Disclosure_Explain,Online,Online_Law,Online_Speed_Reqd,Online_Speed_HowFast,Online_Searchable,Online_Searchable_Law,Online_Downloadable,Online_Downloadable_Law,SponsorID,SponsorID_explained,SpecialSponsorID,SpecialSponsorID_Explained,Advertising,AdvertisingExplain,DiscloseToShareholders,DiscloseToSharegolders_Citation,DiscloseToShareholders_Explained
"MI2002","MI",2002,,,,"Yes","Yes","Yes","This law applies only to late contributions, and they must be available online at the end of the business day on which they were received",,,,"No","Yes","Printed matter having reference to an election, a candidate, or a ballot question, shall bear upon it the name and address of the person paying for the matter. Radio and television ads must bear the name of the person paying for the advertisement.","Yes","If the printed matter relating to a candidate is an independent expenditure that is not authorized in writing by the candidate committee of that candidate, the printed matter shall contain the following disclaimer: ""Not authorized by any candidate committee"".","No",,"No",,"Corporations are not allowed to make political expenditures from their treasuries"
"MI2004","MI",2004,,,,"Yes","Yes","Yes","This law applies only to late contributions, and they must be available online at the end of the business day on which they were received",,,,"No","Yes","Printed matter having reference to an election, a candidate, or a ballot question, shall bear upon it the name and address of the person paying for the matter. Radio and television ads must bear the name of the person paying for the advertisement.","Yes","If the printed matter relating to a candidate is an independent expenditure that is not authorized in writing by the candidate committee of that candidate, the printed matter shall contain the following disclaimer: ""Not authorized by any candidate committee"".","No",,"No",,"Corporations are not allowed to make political expenditures from their treasuries"
"MI2006","MI",2006,,,,"Yes","Yes","Yes","This law applies only to late contributions, and they must be available online at the end of the business day on which they were received",,,,"No","Yes","Printed matter having reference to an election, a candidate, or a ballot question, shall bear upon it the name and address of the person paying for the matter. Radio and television ads must bear the name of the person paying for the advertisement.","Yes","If the printed matter relating to a candidate is an independent expenditure that is not authorized in writing by the candidate committee of that candidate, the printed matter shall contain the following disclaimer: ""Not authorized by any candidate committee"".","No",,"No",,"Corporations are not allowed to make political expenditures from their treasuries"
"MI2008","MI",2008,,,,"Yes","Yes","Yes","This law applies only to late contributions, and they must be available online at the end of the business day on which they were received",,,,"No","Yes","Printed matter having reference to an election, a candidate, or a ballot question, shall bear upon it the name and address of the person paying for the matter. Radio and television ads must bear the name of the person paying for the advertisement.","Yes","If the printed matter relating to a candidate is an independent expenditure that is not authorized in writing by the candidate committee of that candidate, the printed matter shall contain the following disclaimer: ""Not authorized by any candidate committee"".","No",,"No",,"Corporations are not allowed to make political expenditures from their treasuries"
"MI2010","MI",2010,,,,"Yes","Yes","Yes","This law applies only to late contributions, and they must be available online at the end of the business day on which they were received",,,,"No","Yes","Printed matter having reference to an election, a candidate, or a ballot question, shall bear upon it the name and address of the person paying for the matter. Radio and television ads must bear the name of the person paying for the advertisement.","Yes","If the printed matter relating to a candidate is an independent expenditure that is not authorized in writing by the candidate committee of that candidate, the printed matter shall contain the following disclaimer: ""Not authorized by any candidate committee"".","No",,"No",,
"MI2012","MI",2012,,,,"Yes","Yes","Yes","This law applies only to late contributions, and they must be available online at the end of the business day on which they were received",,,,"No","Yes","Printed matter having reference to an election, a candidate, or a ballot question, shall bear upon it the name and address of the person paying for the matter. Radio and television ads must bear the name of the person paying for the advertisement.","Yes","If the printed matter relating to a candidate is an independent expenditure that is not authorized in writing by the candidate committee of that candidate, the printed matter shall contain the following disclaimer: ""Not authorized by any candidate committee"".","No",,"No",,
"MI2014","MI",2014,,,,"Yes","Yes","Yes","This law applies only to late contributions, and they must be available online at the end of the business day on which they were received",,,,"No","Yes","Printed matter having reference to an election, a candidate, or a ballot question, shall bear upon it the name and address of the person paying for the matter. Radio and television ads must bear the name of the person paying for the advertisement. Prerecorded telephone messages must contain the name and contact information for the paying person.","Yes","If the printed matter or other advertisement relating to a candidate is an independent expenditure that is not authorized in writing by the candidate committee of that candidate, the printed matter shall contain the following disclaimer: ""Not authorized by any candidate committee"". If the ad does not meet the definition of express advocacy, then this requirement only applies if the communication is made within 60 days of a general election or 30 days of a primary election.","No",,"No",,
"MI2016","MI",2016,,,,,,,,,,,,,,,,,,,,
"MN1996","MN",1996,,,,"No",,,,,,,,"No",,"Yes","Any person that makes an independent expenditure on behalf of a candidate must publicly disclose that the expenditure is an independent expenditure. All communications that are independent expenditures should contain an conspicuous statement that the activity is an independent expenditure and not approved by the candidate. NM ST §10A.17(4).","No",,"No",,
"MN1998","MN",1998,,,,"No",,,,,,,,"No",,"Yes","Any person that makes an independent expenditure on behalf of a candidate must publicly disclose that the expenditure is an independent expenditure. All communications that are independent expenditures should contain an conspicuous statement that the activity is an independent expenditure and not approved by the candidate. NM ST §10A.17(4).","No",,"No",,
"MN2000","MN",2000,,,,"No",,,,,,,,"No",,"Yes","Any person that makes an independent expenditure on behalf of a candidate must publicly disclose that the expenditure is an independent expenditure. All communications that are independent expenditures should contain an conspicuous statement that the activity is an independent expenditure and not approved by the candidate. NM ST §10A.17(4).","No",,"No",,
"MN2002","MN",2002,,,,"No",,,,,,,,"No",,"Yes","Any person that makes an independent expenditure on behalf of a candidate must publicly disclose that the expenditure is an independent expenditure. All communications that are independent expenditures should contain an conspicuous statement that the activity is an independent expenditure and not approved by the candidate. NM ST §10A.17(4).","No",,"No",,
"MN2004","MN",2004,,,,"No",,,,,,,,"No",,"Yes","Any person that makes an independent expenditure on behalf of a candidate must publicly disclose that the expenditure is an independent expenditure. All communications that are independent expenditures should contain an conspicuous statement that the activity is an independent expenditure and not approved by the candidate. NM ST §10A.17(4).","No",,"No",,
"MN2006","MN",2006,,,,"No",,,,,,,,"No",,"Yes","Any person that makes an independent expenditure on behalf of a candidate must publicly disclose that the expenditure is an independent expenditure. All communications that are independent expenditures should contain an conspicuous statement that the activity is an independent expenditure and not approved by the candidate. NM ST §10A.17(4).","No",,"No",,
"MN2008","MN",2008,,,,"No",,,,,,,,"No",,"Yes","Any person that makes an independent expenditure on behalf of a candidate must publicly disclose that the expenditure is an independent expenditure. All communications that are independent expenditures should contain an conspicuous statement that the activity is an independent expenditure and not approved by the candidate. NM ST §10A.17(4).","No",,"No",,
"MN2010","MN",2010,,,,"No",,,,,,,,"No",,"Yes","Any person that makes an independent expenditure on behalf of a candidate must publicly disclose that the expenditure is an independent expenditure. All communications that are independent expenditures should contain an conspicuous statement that the activity is an independent expenditure and not approved by the candidate. NM ST §10A.17(4).","No",,"No",,
"MN2012","MN",2012,,,,"No",,,,,,,,"No",,"Yes","Any person that makes an independent expenditure on behalf of a candidate must publicly disclose that the expenditure is an independent expenditure. All communications that are independent expenditures should contain an conspicuous statement that the activity is an independent expenditure and not approved by the candidate. NM ST §10A.17(4).","No",,"No",,
"MN2014","MN",2014,,,,"No",,,,,,,,"No",,"Yes","Any person that makes an independent expenditure on behalf of a candidate must publicly disclose that the expenditure is an independent expenditure. All communications that are independent expenditures should contain an conspicuous statement that the activity is an independent expenditure and not approved by the candidate. NM ST §10A.17(4).","No",,"No",,
"MN2016","MN",2016,,,,,,,,,,,,,,,,,,,,
"MO1996","MO",1996,,,,"No",,,,,,,,"Yes","Any person publishing, circulating, or distributing any printed matter relative to any candidate for public office or any ballot measure shall on the face of the printed matter identify in a clear and conspicuous manner the person who paid for the printed matter with the words ""Paid for by"" followed by the proper identification of the sponsor.","No",,"No",,"No",,
"MO1998","MO",1998,,,,,"Yes","No",,,"No",,"No","Yes","Any person publishing, circulating, or distributing any printed matter relative to any candidate for public office or any ballot measure shall on the face of the printed matter identify in a clear and conspicuous manner the person who paid for the printed matter with the words ""Paid for by"" followed by the proper identification of the sponsor.","No",,"No",,"No",,
"MO2000","MO",2000,,,,,"Yes","No",,,"No",,"No","Yes","Any person publishing, circulating, or distributing any printed matter relative to any candidate for public office or any ballot measure shall on the face of the printed matter identify in a clear and conspicuous manner the person who paid for the printed matter with the words ""Paid for by"" followed by the proper identification of the sponsor.","No",,"No",,"No",,
"MO2002","MO",2002,,,,,"Yes","No",,,"No",,"No","Yes","Any person publishing, circulating, or distributing any printed matter relative to any candidate for public office or any ballot measure shall on the face of the printed matter identify in a clear and conspicuous manner the person who paid for the printed matter with the words ""Paid for by"" followed by the proper identification of the sponsor.","No",,"No",,"No",,
"MO2004","MO",2004,,,,,"Yes","No",,,"No",,"No","Yes","Any person publishing, circulating, or distributing any printed matter relative to any candidate for public office or any ballot measure shall on the face of the printed matter identify in a clear and conspicuous manner the person who paid for the printed matter with the words ""Paid for by"" followed by the proper identification of the sponsor.","No",,"No",,"No",,
"MO2006","MO",2006,,,,,"Yes","No",,,"No",,"No","Yes","Any person publishing, circulating, or distributing any printed matter relative to any candidate for public office or any ballot measure shall on the face of the printed matter identify in a clear and conspicuous manner the person who paid for the printed matter with the words ""Paid for by"" followed by the proper identification of the sponsor.","No",,"No",,"No",,
"MO2008","MO",2008,,,,,"Yes","No",,,"No",,"No","Yes","Any person publishing, circulating, or distributing any printed matter relative to any candidate for public office or any ballot measure shall on the face of the printed matter identify in a clear and conspicuous manner the person who paid for the printed matter with the words ""Paid for by"" followed by the proper identification of the sponsor.","No",,"No",,"No",,
"MO2010","MO",2010,,,,,"Yes","No",,,"No",,"No","Yes","Any person publishing, circulating, or distributing any printed matter relative to any candidate for public office or any ballot measure shall on the face of the printed matter identify in a clear and conspicuous manner the person who paid for the printed matter with the words ""Paid for by"" followed by the proper identification of the sponsor.","No",,"No",,"No",,
"MO2012","MO",2012,,,,,"Yes","No",,,"No",,"No","Yes","Any person publishing, circulating, or distributing any printed matter relative to any candidate for public office or any ballot measure shall on the face of the printed matter identify in a clear and conspicuous manner the person who paid for the printed matter with the words ""Paid for by"" followed by the proper identification of the sponsor.","No",,"No",,"No",,
"MO2014","MO",2014,,,,,"Yes","No",,,"No",,"No","Yes","Any person publishing, circulating, or distributing any printed matter relative to any candidate for public office or any ballot measure shall on the face of the printed matter identify in a clear and conspicuous manner the person who paid for the printed matter with the words ""Paid for by"" followed by the proper identification of the sponsor.","No",,"No",,"No",,
"MO2016","MO",2016,,,,,"Yes","No",,,"No",,"No","Yes","Any person publishing, circulating, or distributing any printed matter relative to any candidate for public office or any ballot measure shall on the face of the printed matter identify in a clear and conspicuous manner the person who paid for the printed matter with the words ""Paid for by"" followed by the proper identification of the sponsor.","No",,"No",,"No",,
"MS1996","MS",1996,,,,"No",,,,,,,,"No",,"No",,"Yes","Section 23-15-897: All advertisements advocating the election or defeat of a candidate must be submitted to ""the candidate"" and ""subscribed"" to by the candidate, and said subscription must be included in the advertisement. Broadcasts are required to comply with federal law and FCC regulations.","No",,
"MS1998","MS",1998,,,,"No",,,,,,,,"No",,"No",,"Yes","Section 23-15-897: All advertisements advocating the election or defeat of a candidate must be submitted to ""the candidate"" and ""subscribed"" to by the candidate, and said subscription must be included in the advertisement. Broadcasts are required to comply with federal law and FCC regulations.","No",,
"MS2000","MS",2000,,,,"No",,,,,,,,"No",,"No",,"Yes","Section 23-15-897: All advertisements advocating the election or defeat of a candidate must be submitted to ""the candidate"" and ""subscribed"" to by the candidate, and said subscription must be included in the advertisement. Broadcasts are required to comply with federal law and FCC regulations.","No",,
"MS2002","MS",2002,,,,"No",,,,,,,,"No",,"No",,"Yes","Section 23-15-897: All advertisements advocating the election or defeat of a candidate must be submitted to ""the candidate"" and ""subscribed"" to by the candidate, and said subscription must be included in the advertisement. Broadcasts are required to comply with federal law and FCC regulations.","No",,
"MS2004","MS",2004,,,,"No",,,,,,,,"No",,"No",,"Yes","Section 23-15-897: All advertisements advocating the election or defeat of a candidate must be submitted to ""the candidate"" and ""subscribed"" to by the candidate, and said subscription must be included in the advertisement. Broadcasts are required to comply with federal law and FCC regulations.","No",,
"MS2006","MS",2006,,,,"No",,,,,,,,"No",,"No",,"Yes","Section 23-15-897: All advertisements advocating the election or defeat of a candidate must be submitted to ""the candidate"" and ""subscribed"" to by the candidate, and said subscription must be included in the advertisement. Broadcasts are required to comply with federal law and FCC regulations.","No",,
"MS2008","MS",2008,,,,"No",,,,,,,,"No",,"No",,"Yes","Section 23-15-897: All advertisements advocating the election or defeat of a candidate must be submitted to ""the candidate"" and ""subscribed"" to by the candidate, and said subscription must be included in the advertisement. Broadcasts are required to comply with federal law and FCC regulations.","No",,
"MS2010","MS",2010,,,,"No",,,,,,,,"No",,"No",,"Yes","Section 23-15-897: All advertisements advocating the election or defeat of a candidate must be submitted to ""the candidate"" and ""subscribed"" to by the candidate, and said subscription must be included in the advertisement. Broadcasts are required to comply with federal law and FCC regulations.","No",,
"MS2012","MS",2012,,,,"No",,,,,,,,"No",,"No",,"Yes","Section 23-15-897: All advertisements advocating the election or defeat of a candidate must be submitted to ""the candidate"" and ""subscribed"" to by the candidate, and said subscription must be included in the advertisement. Broadcasts are required to comply with federal law and FCC regulations.","No",,
"MS2014","MS",2014,,,,"No",,,,,,,,"No",,"No",,"Yes","Section 23-15-897: All advertisements advocating the election or defeat of a candidate must be submitted to ""the candidate"" and ""subscribed"" to by the candidate, and said subscription must be included in the advertisement. Broadcasts are required to comply with federal law and FCC regulations.","No",,
"MS2016","MS",2016,,,,,,,,,,,,,,,,,,,,
"MT1996","MT",1996,,,,"No",,,,,,,,"Yes","(1) Whenever a person makes an expenditure for the purpose of financing communications advocating the success or defeat of a candidate, political party, or ballot issue through any broadcasting station, newspaper, magazine, outdoor advertising facility, direct mailing, poster, handbill, bumper sticker, or other form of general political advertising, the communication must clearly and conspicuously state the name and address of the person who made or financed the expenditure for the communication, including in the case of a political committee, the name and address of the treasurer. Communications in a partisan election financed by a candidate or a political committee organized on the candidate's behalf must state the candidate's party affiliation or include the party symbol.
(2) If a document or other article of advertising is too small for the requirements of subsection (1) to be conveniently included, the person financing the communication shall file a copy of the article with the commissioner, together with the required information, prior to its public distribution.","No",,"No",,"No",,
"MT1998","MT",1998,,,,"No",,,,,,,,"Yes","(1) Whenever a person makes an expenditure for the purpose of financing communications advocating the success or defeat of a candidate, political party, or ballot issue through any broadcasting station, newspaper, magazine, outdoor advertising facility, direct mailing, poster, handbill, bumper sticker, or other form of general political advertising, the communication must clearly and conspicuously state the name and address of the person who made or financed the expenditure for the communication, including in the case of a political committee, the name and address of the treasurer. Communications in a partisan election financed by a candidate or a political committee organized on the candidate's behalf must state the candidate's party affiliation or include the party symbol.
(2) If a document or other article of advertising is too small for the requirements of subsection (1) to be conveniently included, the person financing the communication shall file a copy of the article with the commissioner, together with the required information, prior to its public distribution.","No",,"No",,"No",,
"MT2000","MT",2000,,,,"No",,,,,,,,"Yes","(1) Whenever a person makes an expenditure for the purpose of financing communications advocating the success or defeat of a candidate, political party, or ballot issue through any broadcasting station, newspaper, magazine, outdoor advertising facility, direct mailing, poster, handbill, bumper sticker, or other form of general political advertising, the communication must clearly and conspicuously state the name and address of the person who made or financed the expenditure for the communication, including in the case of a political committee, the name and address of the treasurer. Communications in a partisan election financed by a candidate or a political committee organized on the candidate's behalf must state the candidate's party affiliation or include the party symbol.
(2) If a document or other article of advertising is too small for the requirements of subsection (1) to be conveniently included, the person financing the communication shall file a copy of the article with the commissioner, together with the required information, prior to its public distribution.","No",,"No",,"No",,
"MT2002","MT",2002,,,,"No",,,,,,,,"Yes","(1) Whenever a person makes an expenditure for the purpose of financing communications advocating the success or defeat of a candidate, political party, or ballot issue through any broadcasting station, newspaper, magazine, outdoor advertising facility, direct mailing, poster, handbill, bumper sticker, or other form of general political advertising, the communication must clearly and conspicuously state the name and address of the person who made or financed the expenditure for the communication, including in the case of a political committee, the name and address of the treasurer. Communications in a partisan election financed by a candidate or a political committee organized on the candidate's behalf must state the candidate's party affiliation or include the party symbol.
(2) If a document or other article of advertising is too small for the requirements of subsection (1) to be conveniently included, the person financing the communication shall file a copy of the article with the commissioner, together with the required information, prior to its public distribution.","No",,"No",,"No",,
"MT2004","MT",2004,,,,"No",,,,,,,,"Yes","(1) All communications advocating the success or defeat of a candidate, political party, or ballot issue through any broadcasting station, newspaper, magazine, outdoor advertising facility, direct mailing, poster, handbill, bumper sticker, internet website, or other form of general political advertising must clearly and conspicuously include the attribution “paid for by” followed by the name and address of the person who made or financed the expenditure for the communication. When a candidate or a candidate's campaign finances the expenditure, the attribution must be the name and the address of the candidate or the candidate's campaign. In the case of a political committee, the attribution must be the name of the committee, the name of the committee treasurer, and the address of the committee or the committee treasurer.
(2) Communications in a partisan election financed by a candidate or a political committee organized on the candidate's behalf must state the candidate's party affiliation or include the party symbol.
(3) (a) Printed election material described in subsection (1) that includes information about another candidate's voting record must include:
(i) a reference to the particular vote or votes upon which the information is based;
(ii) a disclosure of contrasting votes known to have been made by the candidate on the same issue if closely related in time; and
(iii) a statement, signed as provided in subsection (3)(b), that to the best of the signer's knowledge, the statements made about the other candidate's voting record are accurate and true.
(b) The statement required under subsection (3)(a) must be signed:
(i) by the candidate if the election material was prepared for the candidate or the candidate's political committee and includes information about another candidate's voting record; or
(ii) by the person financing the communication or the person's legal agent if the election material was not prepared for a candidate or a candidate's political committee.
(4) If a document or other article of advertising is too small for the requirements of subsections (1) through (3) to be conveniently included, the candidate responsible for the material or the person financing the communication shall file a copy of the article with the commissioner of political practices, together with the required information or statement, at the time of its public distribution.
(5) If information required in subsections (1) through (3) is omitted or not printed, upon discovery of or notification about the omission, the candidate responsible for the material or the person financing the communication shall:
(a) file notification of the omission with the commissioner of political practices within 5 days of the discovery or notification;
(b) bring the material into compliance with subsections (1) through (3); and
© withdraw any noncompliant communication from circulation as soon as reasonably possible.","No",,"No",,"No",,
"MT2006","MT",2006,,,,"No",,,,,,,,"Yes","(1) All communications advocating the success or defeat of a candidate, political party, or ballot issue through any broadcasting station, newspaper, magazine, outdoor advertising facility, direct mailing, poster, handbill, bumper sticker, internet website, or other form of general political advertising must clearly and conspicuously include the attribution “paid for by” followed by the name and address of the person who made or financed the expenditure for the communication. When a candidate or a candidate's campaign finances the expenditure, the attribution must be the name and the address of the candidate or the candidate's campaign. In the case of a political committee, the attribution must be the name of the committee, the name of the committee treasurer, and the address of the committee or the committee treasurer.
(2) Communications in a partisan election financed by a candidate or a political committee organized on the candidate's behalf must state the candidate's party affiliation or include the party symbol.
(3) (a) Printed election material described in subsection (1) that includes information about another candidate's voting record must include:
(i) a reference to the particular vote or votes upon which the information is based;
(ii) a disclosure of contrasting votes known to have been made by the candidate on the same issue if closely related in time; and
(iii) a statement, signed as provided in subsection (3)(b), that to the best of the signer's knowledge, the statements made about the other candidate's voting record are accurate and true.
(b) The statement required under subsection (3)(a) must be signed:
(i) by the candidate if the election material was prepared for the candidate or the candidate's political committee and includes information about another candidate's voting record; or
(ii) by the person financing the communication or the person's legal agent if the election material was not prepared for a candidate or a candidate's political committee.
(4) If a document or other article of advertising is too small for the requirements of subsections (1) through (3) to be conveniently included, the candidate responsible for the material or the person financing the communication shall file a copy of the article with the commissioner of political practices, together with the required information or statement, at the time of its public distribution.
(5) If information required in subsections (1) through (3) is omitted or not printed, upon discovery of or notification about the omission, the candidate responsible for the material or the person financing the communication shall:
(a) file notification of the omission with the commissioner of political practices within 5 days of the discovery or notification;
(b) bring the material into compliance with subsections (1) through (3); and
© withdraw any noncompliant communication from circulation as soon as reasonably possible.","No",,"Yes","(4) A candidate, as defined in 13-1-101(6)(a), may not use or permit the use of state funds for any advertisement or public service announcement in a newspaper, on radio, or on television that contains the candidate's name, picture, or voice except in the case of a state or national emergency and then only if the announcement is reasonably necessary to the candidate's official functions.","No",,
"MT2008","MT",2008,,,,"No",,,,,,,,"Yes","(1) All communications advocating the success or defeat of a candidate, political party, or ballot issue through any broadcasting station, newspaper, magazine, outdoor advertising facility, direct mailing, poster, handbill, bumper sticker, internet website, or other form of general political advertising must clearly and conspicuously include the attribution “paid for by” followed by the name and address of the person who made or financed the expenditure for the communication. When a candidate or a candidate's campaign finances the expenditure, the attribution must be the name and the address of the candidate or the candidate's campaign. In the case of a political committee, the attribution must be the name of the committee, the name of the committee treasurer, and the address of the committee or the committee treasurer.
(2) Communications in a partisan election financed by a candidate or a political committee organized on the candidate's behalf must state the candidate's party affiliation or include the party symbol.
(3) (a) Printed election material described in subsection (1) that includes information about another candidate's voting record must include:
(i) a reference to the particular vote or votes upon which the information is based;
(ii) a disclosure of contrasting votes known to have been made by the candidate on the same issue if closely related in time; and
(iii) a statement, signed as provided in subsection (3)(b), that to the best of the signer's knowledge, the statements made about the other candidate's voting record are accurate and true.
(b) The statement required under subsection (3)(a) must be signed:
(i) by the candidate if the election material was prepared for the candidate or the candidate's political committee and includes information about another candidate's voting record; or
(ii) by the person financing the communication or the person's legal agent if the election material was not prepared for a candidate or a candidate's political committee.
(4) If a document or other article of advertising is too small for the requirements of subsections (1) through (3) to be conveniently included, the candidate responsible for the material or the person financing the communication shall file a copy of the article with the commissioner of political practices, together with the required information or statement, at the time of its public distribution.
(5) If information required in subsections (1) through (3) is omitted or not printed, upon discovery of or notification about the omission, the candidate responsible for the material or the person financing the communication shall:
(a) file notification of the omission with the commissioner of political practices within 5 days of the discovery or notification;
(b) bring the material into compliance with subsections (1) through (3); and
© withdraw any noncompliant communication from circulation as soon as reasonably possible.","No",,"Yes","(4) A candidate, as defined in 13-1-101(6)(a), may not use or permit the use of state funds for any advertisement or public service announcement in a newspaper, on radio, or on television that contains the candidate's name, picture, or voice except in the case of a state or national emergency and then only if the announcement is reasonably necessary to the candidate's official functions.

(1) (a) A political committee not organized by or on behalf of a candidate may file with the commissioner of political practices a copy of a campaign script intended for broadcast advertising.
(b) The committee's authorized agent may sign an affidavit swearing that the content of the script is true and verifiable and may file supporting documentation.
(2) (a) Scripts and affidavits must be filed in the manner prescribed by the commissioner of political practices.
(b) The commissioner of political practices shall file the scripts, affidavits, and any documentation in a manner that allows for them to be readily inspected.
(3) (a) Any person who believes that the content of a script filed pursuant to this section is either untrue or unverifiable may bring the matter to the attention of the county attorney of the county in which the person is a resident.
(b) The county attorney may investigate the alleged falsification or unverifiability of the script and, if the county attorney determines that sufficient evidence exists to justify a criminal prosecution, shall file a cause of action.
(c) An allegation of violation of subsection (1) may not be filed with, investigated by, or prosecuted by the commissioner of political practices.
(4) A person filing an affidavit under this section is subject to the penalty for false swearing under 45-7-202, except that the fine may not exceed $5,000.

(1) A candidate, a political committee that has filed a certification under 13-37-201, and an independent political committee shall at the time specified in subsection (3) of this section provide to candidates listed in subsection (2) of this section any final copy of campaign advertising in print media, in printed material, or by broadcast media that is intended for public distribution in the 10 days prior to an election unless:
(a) identical material was already published or broadcast; or
(b) the material does not identify or mention the opposing candidate.
(2) The material must be provided to all other candidates who have filed for the same office and who are individually identified or mentioned in the advertising, except candidates mentioned in the context of endorsements.
(3) Final copies of material described in subsection (1) must be provided to the candidates listed in subsection (2) at the following times:
(a) at the time the material is published or broadcast or disseminated to the public;
(b) if the material is disseminated by direct mail, on the date of the postmark; or
(c) if the material is prepared and disseminated by hand, on the day the material is first being made available to the general public.
(4) The copy of the material that must be provided to the candidates listed in subsection (2) must be provided by electronic mail, facsimile transmission, or hand delivery, with a copy provided by direct mail if the recipient does not have available either electronic mail or facsimile transmission. If the material is for broadcast media, the copy provided must be a written transcript of the broadcast.
(5) For the purposes of this section, an “independent political committee” is a committee that is not specifically organized on behalf of a particular candidate or that is not controlled either directly or indirectly by a candidate or a candidate's committee in conjunction with the making of expenditures or accepting contributions.","No",,
